serialNumber,macAddress,type,registrationStatus,desiredConfigurationTemplate,desiredConfigurationMd5,desiredConfigurationSize
C100810250706810,00:0B:C2:21:89:2B,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250706983,00:0B:C2:21:89:D8,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250707202,00:0B:C2:21:8A:B3,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250707752,00:0B:C2:21:8C:D9,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250707875,00:0B:C2:21:8D:54,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708045,00:0B:C2:21:8D:FE,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708126,00:0B:C2:21:8E:4F,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708519,00:0B:C2:21:8F:D8,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708595,00:0B:C2:21:90:24,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708740,00:0B:C2:21:90:B5,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708839,00:0B:C2:21:91:18,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708855,00:0B:C2:21:91:28,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708883,00:0B:C2:21:91:44,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708922,00:0B:C2:21:91:6B,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250708956,00:0B:C2:21:91:8D,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709038,00:0B:C2:21:91:DF,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709181,00:0B:C2:21:92:6E,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709294,00:0B:C2:21:92:DF,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709331,00:0B:C2:21:93:04,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709340,00:0B:C2:21:93:0D,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
C100810250709383,00:0B:C2:21:93:38,R310,ACTIVATED,CFG-0001-0100-EBRO-20230223-FTPS-v1.tar.gz,f09ffd00e02bf9ad2108ea5199d46d2c,195
