"Device class         ","Serial number        ","MAC_ETH              ",DAK-PW,Manufacturer,Device type,Date of manufacture
PLC-Head-End,C10625053356,00:0B:C2:19:B3:15,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053357,00:0B:C2:19:B3:17,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053358,00:0B:C2:19:B3:19,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053359,00:0B:C2:19:B3:1B,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053360,00:0B:C2:19:B3:1D,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053361,00:0B:C2:19:B3:1F,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053363,00:0B:C2:19:B3:23,n.a.,Corinex,CXP-GPH,20250529
PLC-Head-End,C10625053364,00:0B:C2:19:B3:25,n.a.,Corinex,CXP-GPH,20250529
PLC-Head-End,C10625053365,00:0B:C2:19:B3:27,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053366,00:0B:C2:19:B3:29,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053367,00:0B:C2:19:B3:2B,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053368,00:0B:C2:19:B3:2D,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053369,00:0B:C2:19:B3:2F,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053370,00:0B:C2:19:B3:31,n.a.,Corinex,CXP-GPH,20250529
PLC-Head-End,C10625053371,00:0B:C2:19:B3:33,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053372,00:0B:C2:19:B3:35,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053373,00:0B:C2:19:B3:37,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053374,00:0B:C2:19:B3:39,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053375,00:0B:C2:19:B3:3B,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053376,00:0B:C2:19:B3:3D,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053377,00:0B:C2:19:B3:3F,n.a.,Corinex,CXP-GPH,20250530
PLC-Head-End,C10625053378,00:0B:C2:19:B3:41,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053379,00:0B:C2:19:B3:43,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053380,00:0B:C2:19:B3:45,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053381,00:0B:C2:19:B3:47,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053382,00:0B:C2:19:B3:49,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053386,00:0B:C2:19:B3:51,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053387,00:0B:C2:19:B3:53,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053389,00:0B:C2:19:B3:57,n.a.,Corinex,CXP-GPH,20250530
PLC-Head-End,C10625053390,00:0B:C2:19:B3:59,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053393,00:0B:C2:19:B3:5F,n.a.,Corinex,CXP-GPH,20250529
PLC-Head-End,C10625053394,00:0B:C2:19:B3:61,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053395,00:0B:C2:19:B3:63,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053396,00:0B:C2:19:B3:65,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053397,00:0B:C2:19:B3:67,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053398,00:0B:C2:19:B3:69,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053399,00:0B:C2:19:B3:6B,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053400,00:0B:C2:19:B3:6D,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625053401,00:0B:C2:19:B3:6F,n.a.,Corinex,CXP-GPH,20250528
PLC-Head-End,C10625080001,00:0B:C2:19:B4:37,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080002,00:0B:C2:19:B4:39,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080003,00:0B:C2:19:B4:3B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080004,00:0B:C2:19:B4:3D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080005,00:0B:C2:19:B4:3F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080006,00:0B:C2:19:B4:41,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080007,00:0B:C2:19:B4:43,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080008,00:0B:C2:19:B4:45,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080009,00:0B:C2:19:B4:47,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080010,00:0B:C2:19:B4:49,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080011,00:0B:C2:19:B4:4B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080012,00:0B:C2:19:B4:4D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080013,00:0B:C2:19:B4:4F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080014,00:0B:C2:19:B4:51,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080015,00:0B:C2:19:B4:53,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080016,00:0B:C2:19:B4:55,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080017,00:0B:C2:19:B4:57,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080018,00:0B:C2:19:B4:59,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080019,00:0B:C2:19:B4:5B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080020,00:0B:C2:19:B4:5D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080021,00:0B:C2:19:B4:5F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080022,00:0B:C2:19:B4:61,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080023,00:0B:C2:19:B4:63,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080024,00:0B:C2:19:B4:65,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080025,00:0B:C2:19:B4:67,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080026,00:0B:C2:19:B4:69,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080027,00:0B:C2:19:B4:6B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080028,00:0B:C2:19:B4:6D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080029,00:0B:C2:19:B4:6F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080030,00:0B:C2:19:B4:71,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080031,00:0B:C2:19:B4:73,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080032,00:0B:C2:19:B4:75,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080033,00:0B:C2:19:B4:77,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080034,00:0B:C2:19:B4:79,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080035,00:0B:C2:19:B4:7B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080036,00:0B:C2:19:B4:7D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080037,00:0B:C2:19:B4:7F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080038,00:0B:C2:19:B4:81,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080039,00:0B:C2:19:B4:83,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080040,00:0B:C2:19:B4:85,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080041,00:0B:C2:19:B4:87,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080042,00:0B:C2:19:B4:89,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080043,00:0B:C2:19:B4:8B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080044,00:0B:C2:19:B4:8D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080045,00:0B:C2:19:B4:8F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080046,00:0B:C2:19:B4:91,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080048,00:0B:C2:19:B4:95,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080049,00:0B:C2:19:B4:97,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080050,00:0B:C2:19:B4:99,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080051,00:0B:C2:19:B4:9B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080052,00:0B:C2:19:B4:9D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080053,00:0B:C2:19:B4:9F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080054,00:0B:C2:19:B4:A1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080055,00:0B:C2:19:B4:A3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080056,00:0B:C2:19:B4:A5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080057,00:0B:C2:19:B4:A7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080058,00:0B:C2:19:B4:A9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080059,00:0B:C2:19:B4:AB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080060,00:0B:C2:19:B4:AD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080061,00:0B:C2:19:B4:AF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080062,00:0B:C2:19:B4:B1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080063,00:0B:C2:19:B4:B3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080064,00:0B:C2:19:B4:B5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080065,00:0B:C2:19:B4:B7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080066,00:0B:C2:19:B4:B9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080067,00:0B:C2:19:B4:BB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080068,00:0B:C2:19:B4:BD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080069,00:0B:C2:19:B4:BF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080070,00:0B:C2:19:B4:C1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080071,00:0B:C2:19:B4:C3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080072,00:0B:C2:19:B4:C5,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080073,00:0B:C2:19:B4:C7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080074,00:0B:C2:19:B4:C9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080076,00:0B:C2:19:B4:CD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080077,00:0B:C2:19:B4:CF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080078,00:0B:C2:19:B4:D1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080079,00:0B:C2:19:B4:D3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080080,00:0B:C2:19:B4:D5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080081,00:0B:C2:19:B4:D7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080082,00:0B:C2:19:B4:D9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080083,00:0B:C2:19:B4:DB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080084,00:0B:C2:19:B4:DD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080085,00:0B:C2:19:B4:DF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080086,00:0B:C2:19:B4:E1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080087,00:0B:C2:19:B4:E3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080088,00:0B:C2:19:B4:E5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080089,00:0B:C2:19:B4:E7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080090,00:0B:C2:19:B4:E9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080091,00:0B:C2:19:B4:EB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080094,00:0B:C2:19:B4:F1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080095,00:0B:C2:19:B4:F3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080096,00:0B:C2:19:B4:F5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080097,00:0B:C2:19:B4:F7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080098,00:0B:C2:19:B4:F9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080099,00:0B:C2:19:B4:FB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080100,00:0B:C2:19:B4:FD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080101,00:0B:C2:19:B4:FF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080102,00:0B:C2:19:B5:01,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080103,00:0B:C2:19:B5:03,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080104,00:0B:C2:19:B5:05,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080105,00:0B:C2:19:B5:07,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080106,00:0B:C2:19:B5:09,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080107,00:0B:C2:19:B5:0B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080108,00:0B:C2:19:B5:0D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080109,00:0B:C2:19:B5:0F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080110,00:0B:C2:19:B5:11,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080111,00:0B:C2:19:B5:13,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080112,00:0B:C2:19:B5:15,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080113,00:0B:C2:19:B5:17,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080114,00:0B:C2:19:B5:19,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080115,00:0B:C2:19:B5:1B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080116,00:0B:C2:19:B5:1D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080117,00:0B:C2:19:B5:1F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080118,00:0B:C2:19:B5:21,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080119,00:0B:C2:19:B5:23,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080120,00:0B:C2:19:B5:25,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080121,00:0B:C2:19:B5:27,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080122,00:0B:C2:19:B5:29,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080123,00:0B:C2:19:B5:2B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080124,00:0B:C2:19:B5:2D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080125,00:0B:C2:19:B5:2F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080126,00:0B:C2:19:B5:31,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080127,00:0B:C2:19:B5:33,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080128,00:0B:C2:19:B5:35,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080129,00:0B:C2:19:B5:37,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080130,00:0B:C2:19:B5:39,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080131,00:0B:C2:19:B5:3B,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080132,00:0B:C2:19:B5:3D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080133,00:0B:C2:19:B5:3F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080134,00:0B:C2:19:B5:41,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080135,00:0B:C2:19:B5:43,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080136,00:0B:C2:19:B5:45,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080137,00:0B:C2:19:B5:47,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080138,00:0B:C2:19:B5:49,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080139,00:0B:C2:19:B5:4B,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080140,00:0B:C2:19:B5:4D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080141,00:0B:C2:19:B5:4F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080142,00:0B:C2:19:B5:51,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080143,00:0B:C2:19:B5:53,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080144,00:0B:C2:19:B5:55,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080145,00:0B:C2:19:B5:57,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080146,00:0B:C2:19:B5:59,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080147,00:0B:C2:19:B5:5B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080148,00:0B:C2:19:B5:5D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080149,00:0B:C2:19:B5:5F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080150,00:0B:C2:19:B5:61,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080151,00:0B:C2:19:B5:63,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080152,00:0B:C2:19:B5:65,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080153,00:0B:C2:19:B5:67,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080154,00:0B:C2:19:B5:69,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080155,00:0B:C2:19:B5:6B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080156,00:0B:C2:19:B5:6D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080157,00:0B:C2:19:B5:6F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080158,00:0B:C2:19:B5:71,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080159,00:0B:C2:19:B5:73,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080160,00:0B:C2:19:B5:75,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080161,00:0B:C2:19:B5:77,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080162,00:0B:C2:19:B5:79,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080163,00:0B:C2:19:B5:7B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080164,00:0B:C2:19:B5:7D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080165,00:0B:C2:19:B5:7F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080166,00:0B:C2:19:B5:81,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080167,00:0B:C2:19:B5:83,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080168,00:0B:C2:19:B5:85,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080169,00:0B:C2:19:B5:87,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080170,00:0B:C2:19:B5:89,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080171,00:0B:C2:19:B5:8B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080172,00:0B:C2:19:B5:8D,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080173,00:0B:C2:19:B5:8F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080174,00:0B:C2:19:B5:91,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080175,00:0B:C2:19:B5:93,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080176,00:0B:C2:19:B5:95,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080177,00:0B:C2:19:B5:97,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080178,00:0B:C2:19:B5:99,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080179,00:0B:C2:19:B5:9B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080180,00:0B:C2:19:B5:9D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080181,00:0B:C2:19:B5:9F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080182,00:0B:C2:19:B5:A1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080183,00:0B:C2:19:B5:A3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080184,00:0B:C2:19:B5:A5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080185,00:0B:C2:19:B5:A7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080186,00:0B:C2:19:B5:A9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080187,00:0B:C2:19:B5:AB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080188,00:0B:C2:19:B5:AD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080189,00:0B:C2:19:B5:AF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080190,00:0B:C2:19:B5:B1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080191,00:0B:C2:19:B5:B3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080192,00:0B:C2:19:B5:B5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080193,00:0B:C2:19:B5:B7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080194,00:0B:C2:19:B5:B9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080195,00:0B:C2:19:B5:BB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080196,00:0B:C2:19:B5:BD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080197,00:0B:C2:19:B5:BF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080198,00:0B:C2:19:B5:C1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080199,00:0B:C2:19:B5:C3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080200,00:0B:C2:19:B5:C5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080201,00:0B:C2:19:B5:C7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080202,00:0B:C2:19:B5:C9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080203,00:0B:C2:19:B5:CB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080204,00:0B:C2:19:B5:CD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080205,00:0B:C2:19:B5:CF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080206,00:0B:C2:19:B5:D1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080209,00:0B:C2:19:B5:D7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080210,00:0B:C2:19:B5:D9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080211,00:0B:C2:19:B5:DB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080212,00:0B:C2:19:B5:DD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080213,00:0B:C2:19:B5:DF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080214,00:0B:C2:19:B5:E1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080215,00:0B:C2:19:B5:E3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080216,00:0B:C2:19:B5:E5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080217,00:0B:C2:19:B5:E7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080218,00:0B:C2:19:B5:E9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080219,00:0B:C2:19:B5:EB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080220,00:0B:C2:19:B5:ED,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080221,00:0B:C2:19:B5:EF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080222,00:0B:C2:19:B5:F1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080224,00:0B:C2:19:B5:F5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080225,00:0B:C2:19:B5:F7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080226,00:0B:C2:19:B5:F9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080227,00:0B:C2:19:B5:FB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080228,00:0B:C2:19:B5:FD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080229,00:0B:C2:19:B5:FF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080230,00:0B:C2:19:B6:01,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080231,00:0B:C2:19:B6:03,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080232,00:0B:C2:19:B6:05,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080233,00:0B:C2:19:B6:07,n.a.,Corinex,CXP-GPH,20250826
