"Device class         ","Serial number        ","MAC_ETH              ",DAK-PW,Manufacturer,Device type,Date of manufacture
PLC-Head-End,C10625080234,00:0B:C2:19:B6:09,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080235,00:0B:C2:19:B6:0B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080236,00:0B:C2:19:B6:0D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080237,00:0B:C2:19:B6:0F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080238,00:0B:C2:19:B6:11,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080240,00:0B:C2:19:B6:15,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080241,00:0B:C2:19:B6:17,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080242,00:0B:C2:19:B6:19,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080243,00:0B:C2:19:B6:1B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080244,00:0B:C2:19:B6:1D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080245,00:0B:C2:19:B6:1F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080246,00:0B:C2:19:B6:21,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080247,00:0B:C2:19:B6:23,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080248,00:0B:C2:19:B6:25,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080249,00:0B:C2:19:B6:27,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080250,00:0B:C2:19:B6:29,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080251,00:0B:C2:19:B6:2B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080252,00:0B:C2:19:B6:2D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080253,00:0B:C2:19:B6:2F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080254,00:0B:C2:19:B6:31,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080255,00:0B:C2:19:B6:33,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080256,00:0B:C2:19:B6:35,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080257,00:0B:C2:19:B6:37,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080258,00:0B:C2:19:B6:39,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080259,00:0B:C2:19:B6:3B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080260,00:0B:C2:19:B6:3D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080261,00:0B:C2:19:B6:3F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080262,00:0B:C2:19:B6:41,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080263,00:0B:C2:19:B6:43,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080264,00:0B:C2:19:B6:45,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080265,00:0B:C2:19:B6:47,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080266,00:0B:C2:19:B6:49,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080267,00:0B:C2:19:B6:4B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080268,00:0B:C2:19:B6:4D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080269,00:0B:C2:19:B6:4F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080270,00:0B:C2:19:B6:51,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080271,00:0B:C2:19:B6:53,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080272,00:0B:C2:19:B6:55,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080273,00:0B:C2:19:B6:57,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080274,00:0B:C2:19:B6:59,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080275,00:0B:C2:19:B6:5B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080276,00:0B:C2:19:B6:5D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080277,00:0B:C2:19:B6:5F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080278,00:0B:C2:19:B6:61,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080279,00:0B:C2:19:B6:63,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080280,00:0B:C2:19:B6:65,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080281,00:0B:C2:19:B6:67,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080282,00:0B:C2:19:B6:69,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080283,00:0B:C2:19:B6:6B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080284,00:0B:C2:19:B6:6D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080285,00:0B:C2:19:B6:6F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080286,00:0B:C2:19:B6:71,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080287,00:0B:C2:19:B6:73,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080288,00:0B:C2:19:B6:75,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080289,00:0B:C2:19:B6:77,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080290,00:0B:C2:19:B6:79,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080291,00:0B:C2:19:B6:7B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080292,00:0B:C2:19:B6:7D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080293,00:0B:C2:19:B6:7F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080294,00:0B:C2:19:B6:81,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080295,00:0B:C2:19:B6:83,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080296,00:0B:C2:19:B6:85,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080297,00:0B:C2:19:B6:87,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080298,00:0B:C2:19:B6:89,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080299,00:0B:C2:19:B6:8B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080300,00:0B:C2:19:B6:8D,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080301,00:0B:C2:19:B6:8F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080302,00:0B:C2:19:B6:91,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080303,00:0B:C2:19:B6:93,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080304,00:0B:C2:19:B6:95,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080305,00:0B:C2:19:B6:97,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080306,00:0B:C2:19:B6:99,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080307,00:0B:C2:19:B6:9B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080308,00:0B:C2:19:B6:9D,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080309,00:0B:C2:19:B6:9F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080310,00:0B:C2:19:B6:A1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080311,00:0B:C2:19:B6:A3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080312,00:0B:C2:19:B6:A5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080313,00:0B:C2:19:B6:A7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080314,00:0B:C2:19:B6:A9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080315,00:0B:C2:19:B6:AB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080316,00:0B:C2:19:B6:AD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080317,00:0B:C2:19:B6:AF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080318,00:0B:C2:19:B6:B1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080319,00:0B:C2:19:B6:B3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080320,00:0B:C2:19:B6:B5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080321,00:0B:C2:19:B6:B7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080322,00:0B:C2:19:B6:B9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080323,00:0B:C2:19:B6:BB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080324,00:0B:C2:19:B6:BD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080325,00:0B:C2:19:B6:BF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080326,00:0B:C2:19:B6:C1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080327,00:0B:C2:19:B6:C3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080328,00:0B:C2:19:B6:C5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080329,00:0B:C2:19:B6:C7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080330,00:0B:C2:19:B6:C9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080331,00:0B:C2:19:B6:CB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080332,00:0B:C2:19:B6:CD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080333,00:0B:C2:19:B6:CF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080334,00:0B:C2:19:B6:D1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080335,00:0B:C2:19:B6:D3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080336,00:0B:C2:19:B6:D5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080337,00:0B:C2:19:B6:D7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080338,00:0B:C2:19:B6:D9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080339,00:0B:C2:19:B6:DB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080340,00:0B:C2:19:B6:DD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080341,00:0B:C2:19:B6:DF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080342,00:0B:C2:19:B6:E1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080343,00:0B:C2:19:B6:E3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080344,00:0B:C2:19:B6:E5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080345,00:0B:C2:19:B6:E7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080346,00:0B:C2:19:B6:E9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080347,00:0B:C2:19:B6:EB,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080348,00:0B:C2:19:B6:ED,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080349,00:0B:C2:19:B6:EF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080350,00:0B:C2:19:B6:F1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080351,00:0B:C2:19:B6:F3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080352,00:0B:C2:19:B6:F5,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080353,00:0B:C2:19:B6:F7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080354,00:0B:C2:19:B6:F9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080355,00:0B:C2:19:B6:FB,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080356,00:0B:C2:19:B6:FD,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080357,00:0B:C2:19:B6:FF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080358,00:0B:C2:19:B7:01,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080359,00:0B:C2:19:B7:03,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080360,00:0B:C2:19:B7:05,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080361,00:0B:C2:19:B7:07,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080362,00:0B:C2:19:B7:09,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080363,00:0B:C2:19:B7:0B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080364,00:0B:C2:19:B7:0D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080365,00:0B:C2:19:B7:0F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080366,00:0B:C2:19:B7:11,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080367,00:0B:C2:19:B7:13,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080368,00:0B:C2:19:B7:15,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080369,00:0B:C2:19:B7:17,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080370,00:0B:C2:19:B7:19,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080371,00:0B:C2:19:B7:1B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080372,00:0B:C2:19:B7:1D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080373,00:0B:C2:19:B7:1F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080374,00:0B:C2:19:B7:21,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080375,00:0B:C2:19:B7:23,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080376,00:0B:C2:19:B7:25,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080377,00:0B:C2:19:B7:27,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080378,00:0B:C2:19:B7:29,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080379,00:0B:C2:19:B7:2B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080380,00:0B:C2:19:B7:2D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080381,00:0B:C2:19:B7:2F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080382,00:0B:C2:19:B7:31,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080383,00:0B:C2:19:B7:33,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080384,00:0B:C2:19:B7:35,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080385,00:0B:C2:19:B7:37,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080386,00:0B:C2:19:B7:39,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080387,00:0B:C2:19:B7:3B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080388,00:0B:C2:19:B7:3D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080389,00:0B:C2:19:B7:3F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080390,00:0B:C2:19:B7:41,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080391,00:0B:C2:19:B7:43,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080392,00:0B:C2:19:B7:45,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080393,00:0B:C2:19:B7:47,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080394,00:0B:C2:19:B7:49,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080395,00:0B:C2:19:B7:4B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080396,00:0B:C2:19:B7:4D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080397,00:0B:C2:19:B7:4F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080398,00:0B:C2:19:B7:51,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080399,00:0B:C2:19:B7:53,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080400,00:0B:C2:19:B7:55,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080401,00:0B:C2:19:B7:57,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080403,00:0B:C2:19:B7:5B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080404,00:0B:C2:19:B7:5D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080405,00:0B:C2:19:B7:5F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080406,00:0B:C2:19:B7:61,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080407,00:0B:C2:19:B7:63,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080408,00:0B:C2:19:B7:65,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080409,00:0B:C2:19:B7:67,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080410,00:0B:C2:19:B7:69,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080411,00:0B:C2:19:B7:6B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080412,00:0B:C2:19:B7:6D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080413,00:0B:C2:19:B7:6F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080414,00:0B:C2:19:B7:71,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080415,00:0B:C2:19:B7:73,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080416,00:0B:C2:19:B7:75,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080417,00:0B:C2:19:B7:77,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080418,00:0B:C2:19:B7:79,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080419,00:0B:C2:19:B7:7B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080420,00:0B:C2:19:B7:7D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080421,00:0B:C2:19:B7:7F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080422,00:0B:C2:19:B7:81,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080423,00:0B:C2:19:B7:83,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080424,00:0B:C2:19:B7:85,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080425,00:0B:C2:19:B7:87,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080426,00:0B:C2:19:B7:89,n.a.,Corinex,CXP-GPH,20250902
PLC-Head-End,C10625080427,00:0B:C2:19:B7:8B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080428,00:0B:C2:19:B7:8D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080429,00:0B:C2:19:B7:8F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080430,00:0B:C2:19:B7:91,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080431,00:0B:C2:19:B7:93,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080432,00:0B:C2:19:B7:95,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080433,00:0B:C2:19:B7:97,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080434,00:0B:C2:19:B7:99,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080435,00:0B:C2:19:B7:9B,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080436,00:0B:C2:19:B7:9D,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080437,00:0B:C2:19:B7:9F,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080438,00:0B:C2:19:B7:A1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080439,00:0B:C2:19:B7:A3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080440,00:0B:C2:19:B7:A5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080441,00:0B:C2:19:B7:A7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080442,00:0B:C2:19:B7:A9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080443,00:0B:C2:19:B7:AB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080444,00:0B:C2:19:B7:AD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080445,00:0B:C2:19:B7:AF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080446,00:0B:C2:19:B7:B1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080447,00:0B:C2:19:B7:B3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080448,00:0B:C2:19:B7:B5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080449,00:0B:C2:19:B7:B7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080450,00:0B:C2:19:B7:B9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080451,00:0B:C2:19:B7:BB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080452,00:0B:C2:19:B7:BD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080453,00:0B:C2:19:B7:BF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080454,00:0B:C2:19:B7:C1,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080455,00:0B:C2:19:B7:C3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080456,00:0B:C2:19:B7:C5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080457,00:0B:C2:19:B7:C7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080458,00:0B:C2:19:B7:C9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080459,00:0B:C2:19:B7:CB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080461,00:0B:C2:19:B7:CF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080462,00:0B:C2:19:B7:D1,n.a.,Corinex,CXP-GPH,20250825
PLC-Head-End,C10625080463,00:0B:C2:19:B7:D3,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080464,00:0B:C2:19:B7:D5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080465,00:0B:C2:19:B7:D7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080466,00:0B:C2:19:B7:D9,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080467,00:0B:C2:19:B7:DB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080468,00:0B:C2:19:B7:DD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080469,00:0B:C2:19:B7:DF,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080471,00:0B:C2:19:B7:E3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080472,00:0B:C2:19:B7:E5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080473,00:0B:C2:19:B7:E7,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080474,00:0B:C2:19:B7:E9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080476,00:0B:C2:19:B7:ED,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080477,00:0B:C2:19:B7:EF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080478,00:0B:C2:19:B7:F1,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080479,00:0B:C2:19:B7:F3,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080480,00:0B:C2:19:B7:F5,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080481,00:0B:C2:19:B7:F7,n.a.,Corinex,CXP-GPH,20250827
PLC-Head-End,C10625080482,00:0B:C2:19:B7:F9,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080483,00:0B:C2:19:B7:FB,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080484,00:0B:C2:19:B7:FD,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080485,00:0B:C2:19:B7:FF,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080486,00:0B:C2:19:B8:01,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080487,00:0B:C2:19:B8:03,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080488,00:0B:C2:19:B8:05,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080489,00:0B:C2:19:B8:07,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080490,00:0B:C2:19:B8:09,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080491,00:0B:C2:19:B8:0B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080492,00:0B:C2:19:B8:0D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080493,00:0B:C2:19:B8:0F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080494,00:0B:C2:19:B8:11,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080495,00:0B:C2:19:B8:13,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080496,00:0B:C2:19:B8:15,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080497,00:0B:C2:19:B8:17,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080498,00:0B:C2:19:B8:19,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080499,00:0B:C2:19:B8:1B,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080500,00:0B:C2:19:B8:1D,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080501,00:0B:C2:19:B8:1F,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080502,00:0B:C2:19:B8:21,n.a.,Corinex,CXP-GPH,20250826
PLC-Head-End,C10625080503,00:0B:C2:19:B8:23,n.a.,Corinex,CXP-GPH,20250826
